sample_idx,accuracy_correct,match_type,confidence,predicted_answer,ground_truth_answer,match_f1,precision,recall,num_predicted_steps,num_reference_steps,num_matched_predictions,num_matched_references,avg_similarity,max_similarity,threshold_used
2046,False,exact,0.3,"B) $3,5,6,7$",A,0.4,1.0,0.25,3,12,3,3,1.0,1.0000003576278687,0.35
2047,False,placeholder,0.0,insufficient information,4,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2048,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2049,False,exact,0.3,20 m,B,0.5454545454545454,1.0,0.375,6,16,6,6,1.0,1.000000238418579,0.35
2050,False,placeholder,0.0,insufficient information,4,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2051,False,numeric_mismatch,0.0,4,6,0.5714285714285715,1.0,0.4,6,15,6,6,1.0,1.0000001192092896,0.35
2052,False,exact,0.3,12 m,C,0.375,1.0,0.23076923076923078,3,13,3,3,1.0,1.0000003576278687,0.35
2053,False,numeric_mismatch,0.0,6,2,0.5714285714285715,1.0,0.4,4,10,4,4,1.0,1.000000238418579,0.35
2054,False,numeric_mismatch,0.0,16,768,0.6,1.0,0.42857142857142855,6,14,6,6,1.0,1.000000238418579,0.35
2055,True,exact,0.7,B) 45°,B,0.4,1.0,0.25,3,12,3,3,1.0000001192092896,1.000000238418579,0.35
2056,False,placeholder,0.0,insufficient information,E,0.0,0.0,0.0,0,15,0,0,0.0,0.0,0.35
2057,False,numeric_mismatch,0.0,4,11,0.9600000000000001,0.9230769230769231,1.0,13,12,12,12,1.0,1.0000001192092896,0.35
2058,False,numeric_mismatch,0.0,6,1,0.2666666666666667,1.0,0.15384615384615385,2,13,2,2,1.0,1.000000238418579,0.35
2059,False,numeric_mismatch,0.0,18,12,0.7000000000000001,1.0,0.5384615384615384,7,13,7,7,1.0,1.000000238418579,0.35
2060,False,exact,0.3,A) 1,E,0.6,1.0,0.42857142857142855,6,14,6,6,1.0,1.000000238418579,0.35
2061,False,exact,0.3,B) √2/2,A,0.5,1.0,0.3333333333333333,4,12,4,4,1.0,1.000000238418579,0.35
2062,False,numeric_mismatch,0.0,96,486,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0,1.000000238418579,0.35
2063,False,exact,0.3,10 π + 5 π √2,C,0.761904761904762,1.0,0.6153846153846154,8,13,8,8,1.0,1.000000238418579,0.35
2064,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2065,False,numeric_mismatch,0.0,8,4,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.000000238418579,0.35
2066,False,exact,0.3,D) RGGR,A,0.35294117647058826,1.0,0.21428571428571427,3,14,3,3,1.0,1.000000238418579,0.35
2067,False,numeric_mismatch,0.0,16,25,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0000001192092896,1.0000003576278687,0.35
2068,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2069,False,numeric_mismatch,0.0,3,90,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0,1.0000003576278687,0.35
2070,True,exact,0.7,B) 6 + π,B,0.5263157894736842,1.0,0.35714285714285715,5,14,5,5,1.0,1.000000238418579,0.35
2071,False,exact,0.3,B) Q = S + s,A,1.0,1.0,1.0,14,14,14,14,1.0,1.000000238418579,0.35
2072,False,exact,0.3,B) √2,D,0.782608695652174,1.0,0.6428571428571429,9,14,9,9,1.0,1.000000238418579,0.35
2073,False,numeric_mismatch,0.0,6 cm^3,72,0.6666666666666666,1.0,0.5,6,12,6,6,1.0,1.000000238418579,0.35
2074,False,exact,1.0,2008,B,0.375,1.0,0.23076923076923078,3,13,3,3,1.0,1.0000001192092896,0.35
2075,False,exact,0.3,C) √5 + √2,B,0.631578947368421,1.0,0.46153846153846156,6,13,6,6,1.0,1.000000238418579,0.35
2076,False,numeric_mismatch,0.0,6,9,0.5882352941176471,1.0,0.4166666666666667,5,12,5,5,1.0,1.0000001192092896,0.35
2077,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2078,True,exact,0.7,E) $rac{1}{6}$,A,0.6666666666666666,1.0,0.5,6,12,6,6,1.0,1.000000238418579,0.35
2079,True,exact,0.7,C) $C$ and $E$,A,0.6666666666666666,1.0,0.5,6,12,6,6,1.0,1.000000238418579,0.35
2080,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2081,False,placeholder,0.0,insufficient information,D,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2082,False,numeric_mismatch,0.0,4,6,0.782608695652174,1.0,0.6428571428571429,9,14,9,9,1.0,1.0000004768371582,0.35
2083,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2084,False,numeric_mismatch,0.0,32,10,0.6086956521739131,1.0,0.4375,7,16,7,7,1.0,1.000000238418579,0.35
2085,False,exact,0.3,B) $rac{3}{4}$,E,0.631578947368421,1.0,0.46153846153846156,6,13,6,6,1.0,1.000000238418579,0.35
2086,True,numeric_exact,1.0,3,3,0.4,1.0,0.25,3,12,3,3,1.0000001192092896,1.0000003576278687,0.35
2087,False,numeric_mismatch,0.0,12,17,0.631578947368421,1.0,0.46153846153846156,6,13,6,6,1.0,1.000000238418579,0.35
2088,False,exact,0.3,80 - 4π,B,0.7000000000000001,1.0,0.5384615384615384,7,13,7,7,1.0,1.000000238418579,0.35
2089,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2090,True,exact,0.7,B) B,B,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.000000238418579,0.35
2091,False,exact,0.3,C) 0.8 · π,E,0.6363636363636364,1.0,0.4666666666666667,7,15,7,7,1.0,1.000000238418579,0.35
2092,True,numeric_exact,1.0,6,6,0.5263157894736842,1.0,0.35714285714285715,5,14,5,5,1.0,1.000000238418579,0.35
2093,False,numeric_mismatch,0.0,8,14,0.5454545454545454,1.0,0.375,6,16,6,6,1.0,1.000000238418579,0.35
2094,True,exact,0.7,B) 64 cm²,B,0.4,1.0,0.25,3,12,3,3,1.0,1.000000238418579,0.35
2095,True,exact,0.7,E) all figures are possible,E,0.23529411764705882,1.0,0.13333333333333333,2,15,2,2,1.0,1.000000238418579,0.35
2096,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2097,False,exact,0.3,D) √5 - 1,A,0.5833333333333334,1.0,0.4117647058823529,7,17,7,7,1.0,1.0000001192092896,0.35
2098,False,placeholder,0.0,insufficient information,D,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2099,False,placeholder,0.0,insufficient information,2,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2100,False,exact,0.3,A) 4 π,C,0.631578947368421,1.0,0.46153846153846156,6,13,6,6,1.0,1.0000003576278687,0.35
2101,True,exact,0.7,D) Doris,D,0.375,1.0,0.23076923076923078,3,13,3,3,1.0,1.000000238418579,0.35
2102,True,numeric_exact,1.0,3,3,0.5882352941176471,1.0,0.4166666666666667,5,12,5,5,1.0,1.0000001192092896,0.35
2103,False,exact,0.3,B) 1 m,C,0.8,1.0,0.6666666666666666,10,15,10,10,1.0,1.000000238418579,0.35
2104,False,exact,0.3,B) $42.5%,C,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.000000238418579,0.35
2105,False,numeric_mismatch,0.0,8,13,0.33333333333333337,1.0,0.2,3,15,3,3,1.0,1.000000238418579,0.35
2106,False,numeric_mismatch,0.0,8,114,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0000001192092896,1.000000238418579,0.35
2107,True,exact,0.7,C) 26 cm²,C,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.0000003576278687,0.35
2108,False,numeric_mismatch,0.0,5,1,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.000000238418579,0.35
2109,False,exact,0.3,B) $X$ and $Z$,C,0.4,1.0,0.25,3,12,3,3,1.0000001192092896,1.000000238418579,0.35
2110,True,numeric_exact,1.0,12,12,0.7272727272727273,1.0,0.5714285714285714,8,14,8,8,1.0,1.000000238418579,0.35
2111,False,placeholder,0.0,insufficient information,6,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2112,False,numeric_mismatch,0.0,15,45,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.000000238418579,0.35
2113,False,numeric_mismatch,0.0,1,5,0.4,1.0,0.25,3,12,3,3,1.0,1.0000001192092896,0.35
2114,False,numeric_mismatch,0.0,10,12,0.4210526315789474,1.0,0.26666666666666666,4,15,4,4,1.0,1.000000238418579,0.35
2115,False,numeric_mismatch,0.0,60°,3,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0,1.0000001192092896,0.35
2116,False,numeric_mismatch,0.0,600 cm²,225,0.631578947368421,1.0,0.46153846153846156,6,13,6,6,1.0,1.000000238418579,0.35
2117,True,exact,0.7,B) B,B,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.000000238418579,0.35
2118,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2119,False,exact,0.3,D) D,E,0.761904761904762,1.0,0.6153846153846154,8,13,8,8,1.0,1.0000001192092896,0.35
2120,False,numeric_mismatch,0.0,36,6,0.2222222222222222,1.0,0.125,2,16,2,2,1.000000238418579,1.0000003576278687,0.35
2121,False,exact,0.3,B) B,D,0.4,1.0,0.25,3,12,3,3,1.0,1.000000238418579,0.35
2122,True,exact,0.7,A) 4 cm,C,0.8181818181818181,1.0,0.6923076923076923,9,13,9,9,1.0,1.000000238418579,0.35
2123,False,exact,0.3,A) 6,C,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.000000238418579,0.35
2124,True,exact,0.7,B) 10 / 3,B,0.6,1.0,0.42857142857142855,6,14,6,6,1.0,1.000000238418579,0.35
2125,False,numeric_mismatch,0.0,6,4,0.5,1.0,0.3333333333333333,4,12,4,4,1.0,1.000000238418579,0.35
2126,False,placeholder,0.0,insufficient information,8,0.0,0.0,0.0,0,15,0,0,0.0,0.0,0.35
2127,False,exact,0.3,B) 27 cm²,D,0.1904761904761905,1.0,0.10526315789473684,2,19,2,2,1.0,1.0000003576278687,0.35
2128,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2129,False,placeholder,0.0,insufficient information,5,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2130,False,numeric_mismatch,0.0,6,4,0.8,1.0,0.6666666666666666,8,12,8,8,1.0,1.000000238418579,0.35
2131,False,exact,1.0,$1.20,C,0.7368421052631579,1.0,0.5833333333333334,7,12,7,7,1.0,1.000000238418579,0.35
2132,True,exact,0.7,A) 1 / 2,A,0.6666666666666666,1.0,0.5,6,12,6,6,1.0,1.000000238418579,0.35
2133,False,exact,0.3,B) B,E,0.6363636363636364,1.0,0.4666666666666667,7,15,7,7,1.0,1.000000238418579,0.35
2134,False,placeholder,0.0,insufficient information,D,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2135,False,placeholder,0.0,insufficient information,D,0.0,0.0,0.0,0,15,0,0,0.0,0.0,0.35
2136,False,numeric_mismatch,0.0,28 cm,4028,0.6,1.0,0.42857142857142855,6,14,6,6,1.0,1.0000003576278687,0.35
2137,False,numeric_mismatch,0.0,30,80,0.6,1.0,0.42857142857142855,6,14,6,6,1.0,1.000000238418579,0.35
2138,False,exact,0.3,B) B,D,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0,1.000000238418579,0.35
2139,True,exact,0.7,C) AB,A,0.4,1.0,0.25,3,12,3,3,1.0000001192092896,1.0000003576278687,0.35
2140,False,numeric_mismatch,0.0,2,12,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.0000003576278687,0.35
2141,False,exact,0.3,A) $b<a<c$,E,0.6666666666666666,1.0,0.5,4,8,4,4,1.0,1.000000238418579,0.35
2142,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2143,False,exact,0.3,B) 6.3 m,C,0.8,1.0,0.6666666666666666,10,15,10,10,1.0,1.000000238418579,0.35
2144,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,15,0,0,0.0,0.0,0.35
2145,False,placeholder,0.0,insufficient information,D,0.0,0.0,0.0,0,8,0,0,0.0,0.0,0.35
2146,False,numeric_mismatch,0.0,35,23,0.6666666666666666,1.0,0.5,6,12,6,6,1.0,1.000000238418579,0.35
2147,False,numeric_mismatch,0.0,7,9,0.5,1.0,0.3333333333333333,4,12,4,4,1.0,1.0000001192092896,0.35
2148,True,numeric_exact,1.0,9,9,0.5,1.0,0.3333333333333333,4,12,4,4,1.0,1.000000238418579,0.35
2149,True,exact,0.7,B) 45°,B,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0,1.000000238418579,0.35
2150,True,exact,0.7,B) $rac{125}{8}$,B,0.6086956521739131,1.0,0.4375,7,16,7,7,1.0,1.000000238418579,0.35
2151,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2152,False,exact,0.3,D) D,B,0.35294117647058826,1.0,0.21428571428571427,3,14,3,3,1.0000001192092896,1.0000003576278687,0.35
2153,False,exact,0.3,A) $rac{1}{3}$,B,0.5263157894736842,1.0,0.35714285714285715,5,14,5,5,1.0,1.000000238418579,0.35
2154,False,exact,0.3,B) √10 + √2,C,0.2666666666666667,1.0,0.15384615384615385,2,13,2,2,1.0000001192092896,1.000000238418579,0.35
2155,False,numeric_mismatch,0.0,20,25,0.5,1.0,0.3333333333333333,5,15,5,5,1.0,1.000000238418579,0.35
2156,False,placeholder,0.0,insufficient information,D,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2157,False,numeric_mismatch,0.0,1,0,0.33333333333333337,1.0,0.2,3,15,3,3,1.0,1.000000238418579,0.35
2158,False,placeholder,0.0,insufficient information,D,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2159,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2160,True,exact,0.7,E) It cannot be calculated.,C,0.7368421052631579,1.0,0.5833333333333334,7,12,7,7,1.0,1.000000238418579,0.35
2161,False,numeric_mismatch,0.0,25,4,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.000000238418579,0.35
2162,True,exact,0.7,D) In the right picture the band is 4 cm shorter.,E,0.8181818181818181,1.0,0.6923076923076923,9,13,9,9,1.0,1.000000238418579,0.35
2163,False,exact,1.0,three,5,0.47619047619047616,1.0,0.3125,5,16,5,5,1.0,1.000000238418579,0.35
2164,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2165,False,exact,0.3,1.0 m,C,0.4,1.0,0.25,4,16,4,4,1.0,1.0000001192092896,0.35
2166,False,numeric_mismatch,0.0,10,12,0.3157894736842105,1.0,0.1875,3,16,3,3,1.0,1.000000238418579,0.35
2167,False,exact,0.3,B) B,E,0.5,1.0,0.3333333333333333,4,12,4,4,1.0,1.000000238418579,0.35
2168,False,exact,0.3,D) D,E,0.35294117647058826,1.0,0.21428571428571427,3,14,3,3,1.0,1.000000238418579,0.35
2169,False,exact,0.3,D) D,E,0.631578947368421,1.0,0.46153846153846156,6,13,6,6,1.0,1.000000238418579,0.35
2170,True,numeric_rounded,0.85,30,35,0.5714285714285715,1.0,0.4,6,15,6,6,1.0,1.000000238418579,0.35
2171,True,exact,0.7,D) $rac{1}{2}$,D,0.7368421052631579,1.0,0.5833333333333334,7,12,7,7,1.0,1.000000238418579,0.35
2172,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2173,False,numeric_mismatch,0.0,2,0,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0000001192092896,1.0000003576278687,0.35
2174,False,exact,0.3,C) √2020² - 4,D,0.5882352941176471,1.0,0.4166666666666667,5,12,5,5,1.0000001192092896,1.0000003576278687,0.35
2175,False,placeholder,0.0,insufficient information,14,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2176,True,exact,0.7,B) $80%,B,0.25,1.0,0.14285714285714285,2,14,2,2,1.0000001192092896,1.0000003576278687,0.35
2177,False,numeric_mismatch,0.0,3,6,0.4347826086956522,1.0,0.2777777777777778,5,18,5,5,1.0,1.000000238418579,0.35
2178,False,numeric_mismatch,0.0,3,5,0.2857142857142857,1.0,0.16666666666666666,2,12,2,2,1.0,1.000000238418579,0.35
2179,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2180,True,exact,0.7,A) $X=Y=Z$,A,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.000000238418579,0.35
2181,False,placeholder,0.0,insufficient information,15,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2182,False,placeholder,0.0,insufficient information,16,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2183,False,numeric_mismatch,0.0,16 - 16π,8,0.8571428571428571,1.0,0.75,9,12,9,9,1.0,1.000000238418579,0.35
2184,False,numeric_mismatch,0.0,1,3,0.6086956521739131,1.0,0.4375,7,16,7,7,1.0,1.000000238418579,0.35
2185,True,numeric_exact,1.0,38,38,0.631578947368421,1.0,0.46153846153846156,6,13,6,6,1.0,1.000000238418579,0.35
2186,False,numeric_mismatch,0.0,8072,3025,0.5,1.0,0.3333333333333333,5,15,5,5,1.0,1.000000238418579,0.35
2187,False,exact,0.3,B) B,A,0.35294117647058826,1.0,0.21428571428571427,3,14,3,3,1.0,1.000000238418579,0.35
2188,False,placeholder,0.0,insufficient information,D,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2189,False,exact,0.3,B) B,E,0.375,1.0,0.23076923076923078,3,13,3,3,1.000000238418579,1.0000003576278687,0.35
2190,False,exact,0.3,D) D,B,0.5,1.0,0.3333333333333333,4,12,4,4,1.0000001192092896,1.000000238418579,0.35
2191,False,exact,0.3,E) α + β = 45°,B,0.6666666666666666,1.0,0.5,7,14,7,7,1.0,1.000000238418579,0.35
2192,False,exact,0.3,C) C,A,0.5,1.0,0.3333333333333333,4,12,4,4,1.0,1.000000238418579,0.35
2193,True,exact,0.7,"B) 1, 2 and 9",B,0.4,1.0,0.25,3,12,3,3,1.000000238418579,1.0000003576278687,0.35
2194,False,placeholder,0.0,insufficient information,E,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2195,True,numeric_exact,1.0,2,2,0.375,1.0,0.23076923076923078,3,13,3,3,1.000000238418579,1.0000003576278687,0.35
2196,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,15,0,0,0.0,0.0,0.35
2197,False,numeric_mismatch,0.0,3,5,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.000000238418579,0.35
2198,False,exact,0.3,1 cm²,A,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.000000238418579,0.35
2199,False,exact,0.3,"B) only at P, R, S or T, not at Q",C,0.6,1.0,0.42857142857142855,6,14,6,6,1.0,1.0000001192092896,0.35
2200,False,numeric_mismatch,0.0,6,1,0.4,1.0,0.25,3,12,3,3,1.0,1.000000238418579,0.35
2201,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2202,False,exact,0.3,C) 16 cm,E,0.7368421052631579,1.0,0.5833333333333334,7,12,7,7,1.0,1.000000238418579,0.35
2203,False,placeholder,0.0,insufficient information,5.5,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2204,False,exact,0.3,Blue > Yellow,1,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.000000238418579,0.35
2205,False,exact,0.3,C) $3 km,D,0.375,1.0,0.23076923076923078,3,13,3,3,1.0,1.000000238418579,0.35
2206,True,numeric_exact,1.0,81,81,0.34782608695652173,1.0,0.21052631578947367,4,19,4,4,1.0,1.000000238418579,0.35
2207,False,exact,1.0,120°,E,1.0,1.0,1.0,12,12,12,12,1.0,1.000000238418579,0.35
2208,False,exact,0.3,B) 4039,D,0.6666666666666666,1.0,0.5,7,14,7,7,1.0,1.0000003576278687,0.35
2209,False,placeholder,0.0,insufficient information,A,0.0,0.0,0.0,0,15,0,0,0.0,0.0,0.35
2210,True,exact,0.7,B) $rac{2}{9}$,A,0.35294117647058826,1.0,0.21428571428571427,3,14,3,3,1.000000238418579,1.0000003576278687,0.35
2211,False,placeholder,0.0,insufficient information,E,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2212,False,numeric_mismatch,0.0,60,120,0.962962962962963,1.0,0.9285714285714286,13,14,13,13,1.0,1.000000238418579,0.35
2213,False,exact,0.3,12 m,C,0.6666666666666666,1.0,0.5,6,12,6,6,1.0,1.000000238418579,0.35
2214,False,numeric_mismatch,0.0,64,1536,0.5833333333333334,1.0,0.4117647058823529,7,17,7,7,1.0,1.000000238418579,0.35
2215,True,exact,0.7,B) B,B,0.7000000000000001,1.0,0.5384615384615384,7,13,7,7,1.0,1.000000238418579,0.35
2216,False,exact,0.3,E) P=Q=R,B,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.0000001192092896,0.35
2217,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2218,True,exact,0.7,B) 40 cm²,C,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0,1.000000238418579,0.35
2219,True,exact,0.7,B) 16 cm,C,0.88,1.0,0.7857142857142857,11,14,11,11,1.0,1.000000238418579,0.35
2220,True,exact,0.7,D) D,D,0.33333333333333337,1.0,0.2,3,15,3,3,1.0,1.0000001192092896,0.35
2221,False,numeric_mismatch,0.0,4,1,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.000000238418579,0.35
2222,False,exact,1.0,16°,A,0.375,1.0,0.23076923076923078,3,13,3,3,1.0,1.000000238418579,0.35
2223,False,numeric_mismatch,0.0,2,6,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0,1.000000238418579,0.35
2224,True,numeric_rounded,0.85,18,16,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.0000001192092896,0.35
2225,False,placeholder,0.0,insufficient information,C,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2226,False,numeric_mismatch,0.0,2020,4045,0.23529411764705882,1.0,0.13333333333333333,2,15,2,2,1.0000001192092896,1.000000238418579,0.35
2227,False,exact,0.3,B) $rac{1}{2}$,E,0.7368421052631579,1.0,0.5833333333333334,7,12,7,7,1.0,1.000000238418579,0.35
2228,False,numeric_mismatch,0.0,2,5,0.8333333333333333,1.0,0.7142857142857143,10,14,10,10,1.0,1.000000238418579,0.35
2229,False,numeric_mismatch,0.0,18,9,0.375,1.0,0.23076923076923078,3,13,3,3,1.0,1.000000238418579,0.35
2230,False,numeric_mismatch,0.0,2,3,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0,1.000000238418579,0.35
2231,False,numeric_mismatch,0.0,3,12,0.35294117647058826,1.0,0.21428571428571427,3,14,3,3,1.000000238418579,1.000000238418579,0.35
2232,True,exact,0.7,B) $rac{1}{4}$,B,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0000001192092896,1.000000238418579,0.35
2233,False,exact,0.3,D) D,C,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.0000001192092896,0.35
2234,False,numeric_mismatch,0.0,1,6,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.000000238418579,0.35
2235,False,numeric_mismatch,0.0,22,17,0.4444444444444445,1.0,0.2857142857142857,4,14,4,4,1.0000001192092896,1.000000238418579,0.35
2236,False,exact,0.3,E) $6 \pi$,B,0.761904761904762,1.0,0.6153846153846154,8,13,8,8,1.0,1.000000238418579,0.35
2237,False,numeric_mismatch,0.0,1,5,0.375,1.0,0.23076923076923078,3,13,3,3,1.0,1.000000238418579,0.35
2238,True,exact,0.7,A) $rac{8}{9}$,A,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.000000238418579,0.35
2239,False,numeric_mismatch,0.0,1,3,0.631578947368421,1.0,0.46153846153846156,6,13,6,6,1.0,1.000000238418579,0.35
2240,False,exact,0.3,B) 1/2,E,0.6,1.0,0.42857142857142855,6,14,6,6,1.0,1.000000238418579,0.35
2241,False,numeric_mismatch,0.0,5,20,0.8571428571428571,1.0,0.75,9,12,9,9,1.0,1.000000238418579,0.35
2242,True,numeric_rounded,0.85,45 units,40,0.5555555555555556,1.0,0.38461538461538464,5,13,5,5,1.0,1.000000238418579,0.35
2243,False,exact,0.3,B) 5g,C,0.6086956521739131,1.0,0.4375,7,16,7,7,1.0,1.000000238418579,0.35
2244,False,numeric_mismatch,0.0,35,17.5,0.9166666666666666,1.0,0.8461538461538461,11,13,11,11,1.0,1.000000238418579,0.35
2245,False,exact,0.3,C) C,A,0.3157894736842105,1.0,0.1875,3,16,3,3,1.0,1.000000238418579,0.35
2246,True,exact,0.7,C) √2,C,0.631578947368421,1.0,0.46153846153846156,6,13,6,6,1.0,1.0000003576278687,0.35
2247,True,exact,0.7,B) 3 and 6,A,0.33333333333333337,1.0,0.2,3,15,3,3,1.0000001192092896,1.0000003576278687,0.35
2248,False,exact,0.3,B) B,D,0.33333333333333337,1.0,0.2,3,15,3,3,1.0000001192092896,1.000000238418579,0.35
2249,False,exact,0.3,B) 30%,D,0.7368421052631579,1.0,0.5833333333333334,7,12,7,7,1.0,1.000000238418579,0.35
2250,False,placeholder,0.0,insufficient information,D,0.0,0.0,0.0,0,13,0,0,0.0,0.0,0.35
2251,False,exact,1.0,96,B,0.35294117647058826,1.0,0.21428571428571427,3,14,3,3,1.0,1.000000238418579,0.35
2252,False,placeholder,0.0,insufficient information,B,0.0,0.0,0.0,0,15,0,0,0.0,0.0,0.35
2253,True,exact,0.7,C) $rac{1}{4}$,C,0.42857142857142855,1.0,0.2727272727272727,3,11,3,3,1.0,1.000000238418579,0.35
2254,False,placeholder,0.0,insufficient information,D,0.0,0.0,0.0,0,14,0,0,0.0,0.0,0.35
2255,False,numeric_mismatch,0.0,1,4,0.2857142857142857,1.0,0.16666666666666666,2,12,2,2,1.0,1.0000001192092896,0.35
2256,False,numeric_mismatch,0.0,7,337,0.33333333333333337,1.0,0.2,3,15,3,3,1.0,1.0000001192092896,0.35
2257,False,placeholder,0.0,insufficient information,500,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2258,False,numeric_mismatch,0.0,1,24,0.5263157894736842,1.0,0.35714285714285715,5,14,5,5,1.0,1.000000238418579,0.35
2259,False,numeric_mismatch,0.0,1,128,0.35294117647058826,1.0,0.21428571428571427,3,14,3,3,1.000000238418579,1.000000238418579,0.35
2260,False,placeholder,0.0,insufficient information,2,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.35
2261,False,exact,0.3,A) 16,B,0.6,1.0,0.42857142857142855,6,14,6,6,1.0,1.000000238418579,0.35
2262,False,exact,0.3,D) D,C,0.7368421052631579,1.0,0.5833333333333334,7,12,7,7,1.0,1.000000238418579,0.35
2263,False,numeric_mismatch,0.0,58 km,26,0.5,1.0,0.3333333333333333,4,12,4,4,1.0,1.0000001192092896,0.35
2264,False,exact,0.3,B) B,C,0.47058823529411764,1.0,0.3076923076923077,4,13,4,4,1.0,1.000000238418579,0.35
